ticker,price,avg_volume,name,gics_sector,sector_etf,in_sp500
BIPC,37.76,1947585,BROOKFIELD INFRASTRUCTURE CORP CLA,,,False
BXMT,18.85,1942718,BLACKSTONE MORTGAGE TRUST REIT CLA,,,False
COGT,36.1,1939495,COGENT BIOSCIENCES INC,,,False
AHRT,5.15,1937645,AH REALTY INC,,,False
RES,7.32,1935184,RPC INC,,,False
CYTK,62.5,1922063,CYTOKINETICS INC,,,False
DRH,9.32,1910427,DIAMONDROCK HOSPITALITY,,,False
EPRT,30.38,1909833,ESSENTIAL PROPERTIES REALTY TRUST,,,False
LFST,6.32,1901743,LIFESTANCE HEALTH GROUP INC,,,False
SMPL,14.35,1897624,THE SIMPLY GOOD FOODS COMPANY,,,False
PSNL,6.34,1896966,PERSONALIS INC,,,False
MAC,18.33,1893636,MACERICH REIT,,,False
HE,14.67,1892735,HAWAIIAN ELECTRIC INDUSTRIES INC,,,False
BKSY,23.29,1879500,BLACKSKY TECHNOLOGY INC CLASS A,,,False
FULT,19.68,1875929,FULTON FINANCIAL CORP,,,False
RUM,4.71,1875347,RUMBLE INC CLASS A,,,False
TNDM,21.0,1842823,TANDEM DIABETES CARE INC,,,False
DC,4.56,1834812,DAKOTA GOLD CORP,,,False
TDUP,3.18,1829669,THREDUP INC CLASS A,,,False
GH,84.61,1827186,GUARDANT HEALTH INC,,,False
GDYN,5.52,1827073,GRID DYNAMICS HOLDINGS INC CLASS A,,,False
AMRX,11.85,1826689,AMNEAL PHARMACEUTICALS INC CLASS A,,,False
OI,10.25,1824805,O I GLASS INC,,,False
MCW,6.97,1823285,MISTER CAR WASH INC,,,False
RSI,20.98,1821308,RUSH STREET INTERACTIVE INC CLASS,,,False
NXT,120.03,1818499,NEXTPOWER INC CLASS A,,,False
SXC,6.64,1817237,SUNCOKE ENERGY INC,,,False
LMRI,7.79,1812884,LUMEXA IMAGING HOLDINGS INC,,,False
KBH,50.91,1811453,KB HOME,,,False
TTMI,95.47,1808600,TTM TECHNOLOGIES INC,,,False
CALY,13.5,1804757,CALLAWAY GOLF COMPANY,,,False
EGY,6.44,1797627,VAALCO ENERGY INC,,,False
TGTX,31.75,1779918,TG THERAPEUTICS INC,,,False
OUST,17.66,1765564,OUSTER INC,,,False
GTLS,206.72,1758115,CHART INDUSTRIES INC,,,False
DEC,18.16,1756161,DIVERSIFIED ENERGY COMPANY,,,False
ACDC,6.63,1750250,PROFRAC HOLDING CLASS A CORP,,,False
BHVN,8.37,1740452,BIOHAVEN LTD,,,False
RWT,5.29,1739857,REDWOOD TRUST REIT INC,,,False
GPRE,16.89,1735796,GREEN PLAINS INC,,,False
FORM,97.93,1734626,FORMFACTOR INC,,,False
CNX,40.58,1729408,CNX RESOURCES CORP,,,False
SGHC,10.43,1725694,SUPER GROUP LTD,,,False
MGNI,11.65,1718292,MAGNITE INC,,,False
KREF,6.1,1715841,KKR REAL ESTATE FINANCE INC TRUST,,,False
CXW,19.44,1708571,CORECIVIC REIT INC,,,False
PARR,65.67,1705846,PAR PACIFIC HOLDINGS INC,,,False
SRRK,42.6,1698822,SCHOLAR ROCK HOLDING CORP,,,False
GOGO,4.31,1697316,GOGO INC,,,False
GLDD,16.97,1697284,GREAT LAKES DREDGE AND DOCK CORP,,,False
SVRA,5.14,1694350,SAVARA INC,,,False
MLKN,15.02,1691643,MILLERKNOLL INC,,,False
URBN,61.21,1686390,URBAN OUTFITTERS INC,,,False
TSSI,11.7,1677389,TSS INC,,,False
ACAD,20.75,1674525,ACADIA PHARMACEUTICALS INC,,,False
VSAT,46.58,1670426,VIASAT INC,,,False
LASR,64.32,1659630,NLIGHT INC,,,False
VSH,17.02,1654659,VISHAY INTERTECHNOLOGY INC,,,False
HTFL,24.69,1654209,HEARTFLOW INC,,,False
PPTA,26.46,1653228,PERPETUA RESOURCES CORP,,,False
JBI,5.0,1649954,JANUS INTERNATIONAL GROUP INC,,,False
DK,47.43,1642873,DELEK US HOLDINGS INC,,,False
CSTM,23.37,1641478,CONSTELLIUM SE CLASS A,,,False
CVI,34.83,1638772,CVR ENERGY INC,,,False
IRWD,3.06,1625476,IRONWOOD PHARMA INC CLASS A,,,False
DFTX,17.88,1624375,DEFINIUM THERAPEUTICS INC,,,False
RMBS,89.73,1622819,RAMBUS INC,,,False
SPT,5.53,1622309,SPROUT SOCIAL INC CLASS A,,,False
EFC,11.55,1610265,ELLINGTON FINANCIAL INC,,,False
AMPL,6.41,1610015,AMPLITUDE INC CLASS A,,,False
LMND,60.7,1607935,LEMONADE INC,,,False
VERX,11.34,1605801,VERTEX INC CLASS A,,,False
AROC,35.52,1604122,ARCHROCK INC,,,False
MFA,9.44,1603033,MFA FINANCIAL INC,,,False
GSM,4.3,1593977,FERROGLOBE PLC,,,False
NN,17.87,1593895,NEXTNAV INC,,,False
AMBP,3.94,1590220,ARDAGH METAL PACKAGING SA,,,False
MYGN,4.28,1589898,MYRIAD GENETICS INC,,,False
PAR,12.81,1581919,PAR TECHNOLOGY CORP,,,False
SLNO,30.05,1581521,SOLENO THERAPEUTICS INC,,,False
CNK,28.06,1580083,CINEMARK HOLDINGS INC,,,False
UDMY,4.36,1560257,UDEMY INC,,,False
ACLX,114.57,1547207,ARCELLX INC,,,False
VOYG,22.79,1546501,VOYAGER TECHNOLOGIES INC CLASS A,,,False
WEAV,4.37,1541910,WEAVE COMMUNICATIONS INC,,,False
HP,36.15,1536692,HELMERICH & PAYNE INC,,,False
ARI,10.43,1533210,APOLLO COMMERCIAL REAL ESTATE FINA,,,False
AHCO,11.2,1532045,ADAPTHEALTH CORP,,,False
REPL,7.22,1531976,REPLIMUNE GROUP INC,,,False
AUPH,14.27,1524670,AURINIA PHARMACEUTICALS INC,,,False
CMC,58.28,1521389,COMMERCIAL METALS,,,False
CARS,7.96,1513657,CARS.COM INC,,,False
YSS,21.66,1513007,YORK SPACE SYSTEMS INC,,,False
ALMS,24.8,1511245,ALUMIS INC,,,False
GRPN,10.47,1511030,GROUPON INC,,,False
RLJ,7.48,1508685,RLJ LODGING TRUST REIT,,,False
KALV,19.33,1499299,KALVISTA PHARMACEUTICALS INC,,,False
CMPX,5.21,1498453,COMPASS THERAPEUTICS,,,False
KODK,9.46,1479259,EASTMAN KODAK,,,False
FLYW,11.36,1473911,FLYWIRE CORP,,,False
AVPT,9.44,1472334,AVEPOINT INC CLASS A,,,False
VNDA,6.91,1469153,VANDA PHARMACEUTICALS INC,,,False
SEM,16.29,1464748,SELECT MEDICAL HOLDINGS CORP,,,False
CRNX,33.67,1461610,CRINETICS PHARMACEUTICALS INC,,,False
AQST,4.02,1458757,AQUESTIVE THERAPEUTICS INC,,,False
BNL,18.46,1444160,BROADSTONE NET LEASE INC,,,False
TWST,44.53,1443652,TWIST BIOSCIENCE CORP,,,False
AEVA,12.77,1443444,AEVA TECHNOLOGIES INC,,,False
TRVI,11.33,1436707,TREVI THERAPEUTICS INC,,,False
LAUR,34.78,1429795,LAUREATE EDUCATION INC,,,False
ABEO,4.29,1422148,ABEONA THERAPEUTICS INC,,,False
VTEX,3.83,1420597,VTEX CLASS A,,,False
AEHR,32.52,1413313,AEHR TEST SYSTEMS,,,False
WTTR,15.61,1412700,SELECT WATER SOLUTIONS INC CLASS A,,,False
CBZ,26.13,1404251,CBIZ INC,,,False
NE,49.81,1403374,NOBLE CORPORATION PLC,,,False
FUN,16.6,1401659,SIX FLAGS ENTERTAINMENT CORP,,,False
ESRT,4.96,1400982,EMPIRE STATE REALTY REIT INC TRUST,,,False
UNIT,7.88,1398926,UNITI GROUP INC,,,False
RXO,13.88,1398491,RXO INC,,,False
CATX,4.07,1394366,PERSPECTIVE THERAPEUTICS INC,,,False
SVV,7.13,1393764,SAVERS VALUE VILLAGE INC,,,False
SBH,13.3,1392015,SALLY BEAUTY HOLDINGS INC,,,False
VECO,35.27,1390462,VEECO INSTRUMENTS INC,,,False
ASO,53.51,1381502,ACADEMY SPORTS AND OUTDOORS INC,,,False
PDYN,5.78,1378619,PALLADYNE AI CORP,,,False
BBIO,69.7,1377585,BRIDGEBIO PHARMA INC,,,False
SHO,8.95,1375847,SUNSTONE HOTEL INVESTORS REIT INC,,,False
OPCH,27.27,1375785,OPTION CARE HEALTH INC,,,False
BBBY,4.37,1358461,BED BATH AND BEYOND INC,,,False
PHR,10.98,1353847,PHREESIA INC,,,False
MIAX,37.31,1351534,MIAMI INTERNATIONAL HOLDINGS INC,,,False
ALKT,15.25,1350406,ALKAMI TECHNOLOGY INC,,,False
ARKO,5.46,1347085,ARKO,,,False
EYE,25.14,1337860,NATIONAL VISION HOLDINGS INC,,,False
NEO,7.19,1337691,NEOGENOMICS INC,,,False
VRDN,27.39,1328749,VIRIDIAN THERAPEUTICS ORS INC,,,False
TXNM,58.34,1325893,TXNM ENERGY INC,,,False
KRG,24.15,1322301,KITE REALTY GROUP TRUST REIT,,,False
KURA,7.74,1319925,KURA ONCOLOGY INC,,,False
LGN,54.75,1319419,LEGENCE CORP CLASS A,,,False
GRND,12.44,1317942,GRINDR INC,,,False
ORIC,12.06,1316034,ORIC PHARMACEUTICALS INC,,,False
LION,9.19,1309738,LIONSGATE STUDIOS CORP,,,False
CVBF,18.99,1309477,CVB FINANCIAL CORP,,,False
CRSP,45.75,1305600,CRISPR THERAPEUTICS AG,,,False
XENE,54.48,1304203,XENON PHARMACEUTICALS INC,,,False
CLMT,32.06,1302409,CALUMET INC,,,False
GBTG,5.33,1300684,GLOBAL BUSINESS TRAVEL GROUP INC C,,,False
PGNY,17.27,1297390,PROGYNY INC,,,False
CRSR,5.32,1296406,CORSAIR GAMING INC,,,False
CWK,11.8,1295844,CUSHMAN AND WAKEFIELD LTD,,,False
SFNC,18.96,1295433,SIMMONS FIRST NATIONAL CORP CLASS,,,False
DAN,32.55,1293182,DANA INCORPORATED INC,,,False
IMNM,19.61,1291356,IMMUNOME INC,,,False
SLG,35.33,1290118,SL GREEN REALTY REIT CORP,,,False
BL,36.05,1288121,BLACKLINE INC,,,False
NRIX,14.76,1285646,NURIX THERAPEUTICS INC,,,False
HLX,10.1,1284603,HELIX ENERGY SOLUTIONS GROUP INC,,,False
HNRG,17.57,1282739,HALLADOR ENERGY,,,False
DBI,5.44,1281637,DESIGNER BRANDS INC CLASS A,,,False
ZBIO,18.21,1273890,ZENAS BIOPHARMA INC,,,False
GSAT,64.16,1271124,GLOBALSTAR VOTING INC,,,False
DHC,6.72,1269053,DIVERSIFIED HEALTHCARE TRUST,,,False
MOD,213.96,1267360,MODINE MANUFACTURING,,,False
NVCR,10.97,1263356,NOVOCURE LTD,,,False
HLMN,8.17,1259343,HILLMAN SOLUTIONS CORP,,,False
STGW,6.08,1251445,STAGWELL INC CLASS A,,,False
PRCT,26.36,1249714,PROCEPT BIOROBOTICS CORP,,,False
CRMD,6.71,1249106,CORMEDIX INC,,,False
LC,13.87,1247452,LENDINGCLUB CORP,,,False
AAP,51.57,1247433,ADVANCE AUTO PARTS INC,,,False
IMVT,23.98,1247358,IMMUNOVANT INC,,,False
HOMB,26.43,1245539,HOME BANCSHARES INC,,,False
OLMA,13.67,1243712,OLEMA PHARMACEUTICALS INC,,,False
PRGS,27.67,1243463,PROGRESS SOFTWARE CORP,,,False
XPRO,17.91,1243067,EXPRO GROUP HOLDINGS NV,,,False
ANF,89.13,1240421,ABERCROMBIE AND FITCH CLASS A,,,False
INV,3.8,1240069,INNVENTURE INC,,,False
BETA,14.1,1237960,BETA TECHNOLOGIES INC CLASS A,,,False
SNDX,23.49,1237366,SYNDAX PHARMACEUTICALS INC,,,False
NTGR,21.57,1235356,NETGEAR INC,,,False
BKV,29.94,1234834,BKV CORP,,,False
DNA,5.93,1233338,GINKGO BIOWORKS HOLDINGS INC CLASS,,,False
MRX,42.96,1227187,MAREX GROUP PLC,,,False
NMAX,5.88,1227170,NEWSMAX INC CLASS B,,,False
HPP,5.6,1226457,HUDSON PACIFIC PROPERTIES REIT INC,,,False
STNG,75.71,1224574,SCORPIO TANKERS INC,,,False
ADEA,24.19,1218397,ADEIA INC,,,False
WYFI,10.78,1217384,WHITEFIBER INC,,,False
RPC,6.91,1208129,RIDGEPOST CAPITAL INC CLASS A,,,False
GLUE,15.38,1205360,MONTE ROSA THERAPEUTICS INC,,,False
RPAY,3.06,1204517,REPAY HOLDINGS CORP CLASS A,,,False
SHAK,81.32,1204104,SHAKE SHACK INC CLASS A,,,False
INN,4.25,1202840,SUMMIT HOTEL PROPERTIES REIT INC,,,False
AMLX,13.55,1201409,AMYLYX PHARMACEUTICALS INC,,,False
STKL,6.46,1198971,SUNOPTA INC,,,False
AMSC,33.72,1194716,AMERICAN SUPERCONDUCTOR CORP,,,False
AVAV,184.43,1184318,AEROVIRONMENT INC,,,False
TTI,8.62,1183459,TETRA TECHNOLOGIES INC,,,False
FBP,20.86,1182878,FIRST BANCORP,,,False
PLAB,39.6,1181374,PHOTRONICS INC,,,False
OUT,25.65,1178687,OUTFRONT MEDIA INC,,,False
NNE,20.29,1176463,NANO NUCLEAR ENERGY INC,,,False
DNTH,81.13,1171521,DIANTHUS THERAPEUTICS INC,,,False
JANX,13.18,1165859,JANUX THERAPEUTICS INC,,,False
QTRX,3.58,1161481,QUANTERIX CORP,,,False
PCVX,53.16,1161162,VAXCYTE INC,,,False
STOK,32.85,1160435,STOKE THERAPEUTICS INC,,,False
BRSP,5.51,1159945,BRIGHTSPIRE CAPITAL INC CLASS A,,,False
SFL,10.59,1157646,SFL LTD,,,False
CODI,6.68,1157555,COMPASS DIVERSIFIED,,,False
UBSI,40.36,1153207,UNITED BANKSHARES INC,,,False
CARG,35.01,1152186,CARGURUS INC CLASS A,,,False
FBRT,8.35,1151619,FRANKLIN BSP REALTY TRUST INC,,,False
CBRL,26.74,1151178,CRACKER BARREL OLD COUNTRY STORE I,,,False
CRVS,14.01,1150892,CORVUS PHARMACEUTICALS INC,,,False
DOMO,3.1,1149454,DOMO INC CLASS B,,,False
TEX,56.44,1147474,TEREX CORP,,,False
NABL,4.6,1145535,N ABLE INC,,,False
EXPI,5.99,1144078,EXP WORLD HOLDINGS INC,,,False
ARHS,6.5,1134351,ARHAUS INC CLASS A,,,False
RDN,32.59,1125639,RADIAN GROUP INC,,,False
FDMT,9.33,1122782,4D MOLECULAR THERAPEUTICS INC,,,False
NVRI,18.83,1118685,ENVIRI CORP,,,False
TVTX,27.25,1116811,TRAVERE THERAPEUTICS INC,,,False
AVAH,6.29,1109029,AVEANNA HEALTHCARE HOLDINGS INC,,,False
EXTR,15.26,1105567,EXTREME NETWORKS INC,,,False
MNRO,15.47,1100754,MONRO INC,,,False
MLYS,23.68,1098804,MINERALYS THERAPEUTICS INC,,,False
OPLN,26.75,1098175,OPENLANE INC,,,False
TILE,24.73,1098110,INTERFACE INC,,,False
SKYT,27.0,1094595,SKYWATER TECHNOLOGY INC,,,False
STAA,17.89,1094172,STAAR SURGICAL,,,False
ITRI,85.6,1090517,ITRON INC,,,False
HLF,14.41,1089889,HERBALIFE LTD,,,False
CNR,113.23,1089284,CORE NATURAL RESOURCES INC,,,False
NATL,42.92,1088867,NCR ATLEOS CORP,,,False
RYTM,75.82,1078638,RHYTHM PHARMACEUTICALS INC,,,False
CRC,68.87,1078274,CALIFORNIA RESOURCES CORP,,,False
TMDX,99.05,1076788,TRANSMEDICS GROUP INC,,,False
CADL,4.81,1076760,CANDEL THERAPEUTICS INC,,,False
MC,54.28,1076385,MOELIS CLASS A,,,False
PDM,6.39,1072535,PIEDMONT REALTY TRUST INC CLASS A,,,False
IDYA,30.46,1070577,IDEAYA BIOSCIENCES INC,,,False
RRR,53.89,1069616,RED ROCK RESORTS ORS CLASS A INC,,,False
SHOO,33.11,1059763,STEVEN MADDEN LTD,,,False
CGON,64.62,1059044,CG ONCOLOGY INC,,,False
UCTT,58.87,1050220,ULTRA CLEAN HOLDINGS INC,,,False
YELP,24.36,1049953,YELP INC,,,False
LNTH,74.47,1048186,LANTHEUS HOLDINGS INC,,,False
EAT,133.67,1044633,BRINKER INTERNATIONAL INC,,,False
KGS,58.47,1043681,KODIAK GAS SERVICES INC,,,False
VERA,38.86,1041272,VERA THERAPEUTICS INC CLASS A,,,False
AKR,18.77,1040729,ACADIA REALTY TRUST REIT,,,False
SNEX,78.36,1039187,STONEX GROUP INC,,,False
VAL,102.24,1038765,VALARIS LTD,,,False
ATEN,22.34,1038670,A10 NETWORKS INC,,,False
JACK,9.7,1032940,JACK IN THE BOX INC,,,False
LIF,38.6,1031946,LIFE360 INC,,,False
PRKS,29.73,1031807,UNITED PARKS AND RESORTS INC,,,False
GRNT,5.84,1027960,GRANITE RIDGE RESOURCES INC,,,False
CAKE,54.07,1027616,CHEESECAKE FACTORY INC,,,False
BKKT,7.32,1026743,BAKKT INC CLASS A,,,False
EOLS,4.01,1026313,EVOLUS INC,,,False
ENR,17.01,1026005,ENERGIZER HOLDINGS INC,,,False
SONO,12.7,1024635,SONOS INC,,,False
SGRY,11.49,1020552,SURGERY PARTNERS INC,,,False
PTLO,5.18,1019608,PORTILLO S INC CLASS A,,,False
VSTS,7.71,1018626,VESTIS CORP,,,False
SPIR,12.36,1017661,SPIRE GLOBAL INC CLASS A,,,False
ANGI,6.48,1015302,ANGI INC CLASS A,,,False
PHAT,10.58,1015105,PHATHOM PHARMACEUTICALS INC,,,False
XNCR,11.42,1013265,XENCOR INC,,,False
CAPR,28.9,1013001,CAPRICOR THERAPEUTICS INC,,,False
PRM,21.34,1011857,PERIMETER SOLUTIONS INC,,,False
GTN,4.58,1010837,GRAY MEDIA INC,,,False
AUB,34.79,1008071,ATLANTIC UNION BANKSHARES CORP,,,False
UE,20.0,1004145,URBAN EDGE PROPERTIES,,,False
